active_sessions,crc_errors_per_second,buffer_memory_utilization_percent,unplanned_restarts_last_24h,dropped_packets_due_to_buffer_full_last_hour,target
3912,0.002486,11.8,2,24,0
3548,0.002246,91.6,0,34,0
1412,0.025575,63.0,0,34,0
1560,0.019151,84.3,1,14,0
2809,0.014911,89.8,0,97,0
2424,0.028207,58.2,0,76,1
1833,0.007019,4.9,0,43,0
1705,0.006242,18.8,0,3,0
2663,0.002922,6.7,1,30,0
3521,0.007033,18.9,0,8,0
3617,0.00031,41.1,0,105,0
2497,0.029831,21.7,1,61,1
3835,0.021767,16.7,0,22,0
2970,0.01393,44.6,1,6,0
1260,0.005497,34.0,0,30,0
4954,0.00728,46.8,0,34,0
342,0.00462,42.9,0,25,0
2690,0.013501,64.4,1,10,0
1163,0.015333,93.7,0,29,0
4424,0.014409,10.8,0,52,0
2695,0.012823,9.9,0,12,0
1019,0.002288,85.3,0,18,0
105,0.004124,50.6,1,31,0
567,0.006346,76.6,1,39,0
4270,0.004017,21.5,2,39,0
103,0.014063,82.9,0,20,0
745,0.003995,92.4,0,62,0
217,0.001488,63.5,0,59,0
3028,0.005092,10.6,0,39,0
2651,0.039078,89.5,0,21,0
4389,0.00256,79.2,1,45,0
946,0.009472,75.1,0,26,0
2862,0.005673,3.7,2,39,0
1241,0.000737,79.9,0,16,0
1910,0.006692,13.8,0,70,0
823,0.012112,22.2,0,63,0
324,0.007199,57.7,0,17,0
4727,0.020566,26.5,0,58,0
4308,0.00341,66.1,1,18,0
4754,0.000902,60.8,0,7,0
2148,0.027577,10.8,1,76,0
4849,0.004751,65.6,0,50,0
4515,0.00859,92.4,1,59,0
1673,0.015702,16.1,0,50,0
1928,0.00392,59.7,0,96,0
2017,0.012594,34.2,0,20,0
4334,0.001455,46.0,0,39,0
2126,0.015941,39.8,0,114,1
3844,0.001563,35.4,1,32,0
1001,0.016672,2.9,0,4,0
4885,0.030812,100.0,0,86,1
2139,0.012637,62.5,1,15,0
109,0.0287,50.1,0,5,0
360,0.007503,38.4,0,32,0
1773,0.007766,53.9,2,14,0
2319,0.006181,38.0,0,53,0
2160,0.041504,46.7,1,148,1
3813,0.006456,46.4,0,28,0
1719,0.009233,27.6,0,19,0
420,0.042681,18.0,1,47,0
1442,0.027768,55.7,0,64,0
2476,0.019816,84.3,2,10,0
2932,0.021994,15.3,0,37,0
2924,0.006308,3.3,2,38,0
2094,0.010713,24.7,0,52,0
3058,0.056947,100.0,0,46,1
2138,0.004991,82.9,0,38,0
3590,0.068856,68.6,0,102,1
3777,0.005375,92.9,0,8,0
1218,0.00919,44.5,0,45,0
1704,0.012372,98.3,0,51,0
4127,0.030076,29.6,1,9,0
335,0.002805,24.0,0,38,0
2069,0.013709,63.8,1,38,0
4529,0.007357,37.8,0,81,0
2008,0.003127,62.6,0,55,0
475,0.014988,30.5,2,55,0
3630,0.008035,61.8,1,39,0
2735,0.010817,27.6,2,30,0
1670,0.003899,5.1,1,0,0
2660,0.006564,91.2,0,75,0
3491,0.009606,88.3,1,46,0
3065,0.050079,100.0,0,123,1
3743,0.002211,71.7,1,11,0
3950,0.032608,68.3,1,30,0
972,0.007163,55.9,0,12,0
1352,0.01324,12.6,1,18,0
1414,0.005294,18.9,2,33,0
4920,0.004387,28.9,0,18,0
2998,0.005228,89.0,0,11,0
177,0.005263,17.3,1,42,0
2721,0.007857,92.3,2,6,0
4327,0.007841,52.3,1,11,0
700,0.006875,71.6,0,38,0
1165,0.001448,11.0,0,7,0
2236,0.046816,38.4,1,98,1
2549,0.001853,95.9,0,77,0
2443,0.001348,26.6,0,52,0
1963,0.026978,29.7,0,23,0
1418,0.009287,19.8,0,5,0
4811,0.010773,12.9,0,57,0
3697,0.005138,23.3,1,23,0
3862,0.063344,72.8,0,104,1
4770,0.010159,45.5,0,22,0
2290,0.014661,55.4,1,23,0
1092,0.004598,12.2,2,32,0
2812,0.032192,80.2,1,14,0
2292,0.017174,78.4,1,3,0
1348,0.019238,2.2,3,46,0
3154,0.037851,45.5,0,63,1
4698,0.00316,6.9,0,23,0
4133,0.003363,79.2,0,45,0
2097,0.00316,73.7,0,57,0
3787,0.019338,90.2,0,10,0
2251,0.000324,23.6,1,45,0
4118,0.000792,45.6,1,9,0
3210,0.003201,18.4,2,48,0
2070,0.00223,37.1,0,36,0
297,0.002638,52.2,0,29,0
2726,0.03078,18.5,1,97,1
1302,0.008281,71.5,0,49,0
2135,5.8e-05,54.3,0,76,0
577,0.051091,93.5,0,141,1
1354,0.005241,27.2,1,19,0
1022,0.00121,90.3,0,26,0
519,0.011274,99.9,0,46,0
2304,0.01211,91.9,1,28,0
2697,0.012762,77.8,1,9,0
1220,0.013037,81.2,2,13,0
3168,0.040946,71.0,0,50,1
1050,0.030774,19.0,0,54,0
2436,0.016831,67.7,1,60,0
2343,0.023432,71.3,0,36,0
2745,0.000158,98.5,0,25,0
1957,0.02716,54.1,0,46,0
4712,0.016596,27.1,0,40,0
1965,0.047856,74.0,2,105,1
3012,0.000979,97.9,1,36,0
2953,0.013424,17.7,1,41,0
3328,0.032168,32.6,0,47,0
3819,0.011349,54.2,1,18,0
3328,0.027321,27.9,0,97,1
2471,0.029119,2.2,0,52,0
2991,0.005851,33.7,0,9,0
3856,0.009145,86.5,0,10,0
4325,0.006469,4.3,0,2,0
194,0.027008,42.9,0,20,0
2774,0.000791,76.2,0,31,0
2055,0.022369,100.0,1,100,1
893,0.011614,98.5,0,8,0
1934,0.015698,42.2,0,17,0
2216,0.008747,95.0,0,22,0
4206,0.02396,3.5,0,54,0
3425,0.028472,74.6,1,47,0
3019,0.000665,64.3,2,18,0
2697,0.005148,25.0,1,34,0
3305,0.000237,50.7,0,4,0
4907,0.003996,13.0,1,29,0
914,0.007697,87.2,0,87,0
445,0.024168,35.8,0,12,0
2449,0.018744,62.6,1,57,0
462,0.001364,15.9,1,12,0
2543,0.000976,20.6,1,10,0
2365,0.008898,99.2,0,31,0
2288,0.036933,83.0,0,98,1
3105,0.003098,96.2,0,42,0
3381,0.022971,29.6,0,12,0
1084,0.026223,16.5,1,15,0
1739,0.018007,58.5,1,52,1
927,0.0221,49.5,0,25,0
2830,0.004844,17.5,0,44,0
3631,0.013349,73.3,0,51,0
4551,0.006462,36.2,2,56,0
3035,0.001308,18.6,1,18,0
3976,0.026302,33.2,1,54,0
226,0.033167,61.4,1,120,1
3277,0.029274,85.6,0,67,1
3156,0.004576,48.2,0,3,0
703,0.014254,60.6,2,98,1
3549,0.001059,13.9,2,26,0
4246,0.006856,91.5,1,19,0
3633,0.011711,92.9,0,34,0
3467,0.004076,68.3,0,8,0
3468,0.01189,1.8,0,39,0
3897,0.011994,53.7,1,27,0
1892,0.012172,62.9,0,44,0
2961,0.006783,99.5,0,23,0
3576,0.024638,99.6,0,126,0
3517,0.006718,85.8,0,150,0
1745,0.005983,6.4,0,7,0
1305,0.002224,95.3,0,4,0
3130,0.003677,61.3,2,30,0
2972,0.000433,80.1,2,20,0
3172,0.03597,46.2,1,41,1
1954,0.002857,32.0,0,26,0
4121,0.003626,46.3,0,40,0
4762,0.014732,14.7,1,38,0
2808,0.003963,35.7,1,36,0
3602,0.018661,94.1,0,68,1
1432,0.001852,3.8,1,13,0
301,0.01491,15.1,1,58,0
3607,0.001389,12.5,1,4,0
4312,0.006047,40.3,2,30,0
674,0.007071,99.7,1,37,0
636,0.011628,17.3,1,34,0
1725,0.010032,14.5,2,55,0
2222,0.016645,91.5,0,53,0
485,0.000458,88.2,0,113,0
3381,0.003516,3.2,0,17,0
574,0.021799,83.0,0,84,1
517,0.001578,65.5,0,55,0
3700,0.003413,76.8,0,14,0
1054,0.003707,49.5,0,23,0
4958,0.054476,100.0,2,101,1
1305,0.010898,4.4,0,47,0
4859,0.004798,23.4,0,18,0
4220,0.012711,39.7,0,2,0
2090,0.004097,45.0,1,21,0
4905,0.003429,92.1,0,11,0
3672,0.007791,56.0,0,81,0
4480,0.00024,4.5,1,25,0
4258,0.000832,40.8,0,13,0
4857,0.005412,41.6,0,16,0
2813,0.028632,96.5,1,17,0
2303,0.012784,59.9,1,7,0
3220,0.000923,63.6,1,43,0
1066,0.051781,82.0,2,86,1
3532,0.02795,88.0,0,93,1
788,0.00944,63.5,1,9,0
4343,0.066786,37.0,1,99,1
3801,0.005177,87.4,1,47,0
441,0.002504,73.2,1,31,0
1824,0.007175,74.2,1,13,0
4522,0.007959,99.7,0,61,0
1892,0.007729,80.3,0,20,0
1859,0.008326,82.9,1,104,0
3312,0.071523,100.0,1,124,1
1089,0.023253,15.1,1,26,0
2362,0.020852,49.8,0,32,0
2582,0.016165,58.1,1,29,0
1051,0.028722,32.9,0,59,0
822,0.001037,83.9,0,36,0
3489,0.003081,76.2,0,18,0
2179,0.006833,72.1,0,12,0
2817,0.048423,100.0,0,60,1
2432,0.007035,25.9,1,9,0
3476,0.028469,81.7,0,124,1
4624,0.001496,55.1,1,8,0
1600,0.002909,31.3,0,59,0
385,0.013159,16.1,1,9,0
3595,0.0018,89.6,0,59,0
2165,0.004329,59.5,0,25,0
868,0.003077,82.5,0,31,0
3157,0.004306,54.5,0,86,0
4389,0.012321,22.0,1,10,0
2261,0.004586,33.8,1,35,0
3393,0.037499,47.1,1,145,1
1046,0.001053,97.3,1,67,0
3435,0.016348,0.6,3,27,0
4250,0.004619,98.6,1,33,0
4995,0.010456,98.0,1,30,0
4973,0.012924,99.6,0,69,0
1581,0.002353,47.7,0,34,0
2001,0.043858,100.0,0,137,1
3551,0.009577,39.6,2,32,0
4164,0.005599,2.6,1,7,0
154,0.002013,22.4,0,26,0
1923,0.028525,94.5,0,60,0
3562,0.014068,1.4,2,9,0
3179,0.044347,62.5,1,94,1
932,0.004121,7.6,0,7,0
4508,0.01659,28.6,0,34,0
2906,0.011897,8.8,0,33,0
2590,0.014515,86.0,1,19,0
427,0.00582,59.1,0,66,0
3410,0.012605,90.2,0,57,0
3400,0.004886,68.8,0,23,0
3775,0.002373,97.1,0,39,0
3154,0.010015,51.0,0,45,0
2243,0.037303,63.9,0,20,0
1411,0.003719,57.6,1,83,0
3291,0.00618,48.4,0,38,0
2638,0.011209,84.6,1,31,0
4083,0.007798,64.5,0,28,0
4647,0.018542,80.1,0,3,0
264,0.014344,78.6,0,29,0
4377,0.000601,19.1,0,22,0
922,0.064511,65.0,0,28,0
1043,0.01396,20.0,2,12,0
4525,0.062138,69.4,0,116,1
874,0.010533,67.7,0,23,0
2298,0.019399,99.7,0,42,0
3256,0.001192,3.1,0,31,0
4342,0.004273,9.1,0,12,0
3795,0.020909,7.7,0,6,0
3552,0.002252,39.8,0,83,0
1014,0.000815,82.2,0,57,0
1408,0.015517,84.4,0,52,0
4277,0.018048,73.7,0,5,0
613,0.001775,89.7,0,82,0
2020,0.019265,32.3,0,69,0
3694,0.011608,8.8,0,28,0
4941,0.007341,5.8,0,84,0
1509,0.017734,85.2,0,81,0
4902,0.005434,73.0,0,9,0
4666,0.002157,69.9,0,12,0
3290,0.003353,34.0,1,4,0
4591,0.007035,38.0,0,31,0
1655,0.007579,95.8,0,99,0
904,0.016377,6.4,0,31,0
1379,0.040283,90.9,0,97,1
3677,0.008708,31.0,2,45,0
3001,0.015177,3.9,1,19,0
1487,0.002129,74.3,0,43,0
4788,0.000514,33.1,1,19,0
2861,0.020686,72.2,0,24,0
2779,0.000786,70.8,1,39,0
2206,0.002833,53.5,2,18,0
4323,0.011885,77.7,0,42,0
4931,0.005267,58.1,0,52,0
2868,0.0209,28.7,2,86,0
4053,0.003538,73.4,1,29,0
3286,0.000119,58.9,0,46,0
3380,0.003576,1.3,0,20,0
2673,0.008629,90.2,0,38,0
4716,0.004715,54.6,1,154,0
2699,0.007654,86.9,1,72,0
4133,0.032251,93.4,0,66,1
336,0.024359,44.5,1,5,0
1404,0.003092,50.8,1,20,0
3530,0.006202,41.6,0,15,0
1401,0.007966,44.9,0,28,0
2641,0.029781,89.5,1,37,0
2151,0.093091,85.7,1,116,1
541,0.002684,12.7,0,111,0
2176,0.012982,61.0,1,25,0
3280,0.004749,99.6,0,68,0
2757,8.1e-05,59.6,0,19,0
3898,9.3e-05,78.6,0,21,0
904,0.006172,76.9,0,31,0
174,0.006701,35.0,0,23,0
2275,0.000228,37.2,0,8,0
4024,0.011613,72.4,1,51,0
2189,0.003481,50.0,1,31,0
140,0.031975,70.5,1,176,1
2181,0.00358,71.3,0,33,0
4783,0.001829,77.8,0,24,0
1722,0.005229,27.2,0,113,0
441,0.002643,14.7,0,23,0
4152,0.007653,29.2,2,40,0
2174,0.002217,50.8,0,6,0
745,0.007101,34.2,0,41,0
4926,0.001712,56.8,1,64,0
4363,0.011116,5.3,1,106,0
709,0.014022,51.0,2,113,0
554,0.00117,36.8,0,55,0
3053,0.006307,53.5,0,129,0
1808,0.000735,42.3,2,3,0
3572,0.009118,28.4,0,23,0
3069,0.003071,90.4,1,18,0
3128,0.0075,18.5,3,42,0
4897,0.007287,68.1,0,43,0
2781,0.025817,92.5,0,37,0
3729,0.007965,53.9,1,81,0
4325,0.008747,87.6,0,7,0
3167,0.005136,12.5,0,103,0
1486,0.063952,56.8,0,18,1
3876,0.036129,57.2,1,88,1
2966,0.00336,0.8,1,35,0
4888,0.018592,44.3,1,31,0
3463,0.005663,36.9,1,34,0
4989,0.017641,67.0,0,13,0
4224,0.01731,93.8,0,15,0
248,0.033053,16.0,0,104,1
3950,0.029888,45.0,1,45,1
2158,0.015803,57.5,0,78,1
1236,0.033962,53.6,1,92,1
286,0.047723,89.2,0,85,1
2954,0.025357,58.5,0,65,1
1350,0.016553,13.2,1,40,1
1433,9e-06,71.0,1,111,0
4293,0.040434,96.8,0,122,1
4250,0.001878,51.4,0,64,0
2811,0.001104,58.1,1,16,0
4953,0.002712,16.3,1,40,0
4601,0.004779,22.1,0,39,0
1885,0.006461,23.5,2,18,0
850,0.000456,43.1,1,24,0
1862,0.048107,98.1,0,42,1
4020,0.01259,52.2,0,35,0
4560,0.003904,19.2,0,19,0
581,0.003837,26.6,0,23,0
253,0.005952,38.4,1,29,0
1624,0.009842,62.3,0,6,0
2220,0.001583,44.0,0,54,0
2443,0.002094,39.2,2,115,0
1340,0.019621,56.5,0,41,0
160,0.002961,24.2,0,17,0
1038,0.004784,7.9,1,54,0
1739,0.020501,2.4,1,166,0
4220,0.010881,25.1,0,67,0
4326,0.050884,15.9,1,197,1
3669,0.038227,44.0,0,55,1
1352,0.000199,77.3,1,18,0
4303,0.013305,71.6,0,66,0
271,0.036707,67.3,3,57,1
1558,0.016776,85.3,1,30,0
3649,0.076104,40.5,0,96,1
4297,0.026008,88.5,1,44,0
2422,0.057236,48.5,1,124,1
1736,0.007178,40.1,0,53,0
3215,0.004465,40.5,1,18,0
4190,0.006256,9.8,0,17,0
3104,0.036982,100.0,0,68,1
429,0.021541,13.9,1,18,0
3740,0.002319,34.1,0,65,0
3994,0.025034,31.9,1,11,0
4207,0.016884,7.5,2,89,0
1441,0.038564,15.2,0,22,0
3763,0.021224,4.5,1,15,0
315,0.003284,29.2,0,33,0
438,0.049475,100.0,0,70,1
4162,0.001191,33.9,0,38,0
2808,0.003442,12.4,0,38,0
3252,0.009524,64.6,0,0,0
1850,0.016313,99.7,0,40,0
2521,0.022951,23.2,0,5,0
809,0.009775,28.0,1,22,0
3826,5.6e-05,97.2,1,57,0
3742,0.002062,17.9,1,59,0
4093,0.001051,51.1,1,26,0
588,0.004515,24.0,1,21,0
146,0.040404,100.0,1,75,1
3459,0.000444,98.2,0,22,0
4973,0.004284,81.5,0,73,0
4906,0.001975,31.5,1,83,0
500,0.010415,40.3,0,17,0
4090,0.006241,24.2,1,31,0
3257,0.006838,89.1,1,40,0
4445,0.005581,91.5,0,33,0
490,0.03124,41.9,0,64,0
3953,0.002417,65.7,2,21,0
4530,0.00727,16.6,0,18,0
728,0.013319,43.5,0,14,0
4332,0.008138,63.1,1,13,0
3030,0.026454,38.5,0,81,0
1621,0.004748,35.8,0,88,0
926,0.00623,0.1,0,116,0
4922,0.000927,80.4,0,35,0
1600,0.00939,88.9,0,72,0
3394,0.0034,96.9,2,26,0
2519,0.001747,71.9,0,31,0
1034,0.007864,54.9,0,71,0
3142,0.0076,26.9,0,12,0
4597,0.000789,99.9,1,12,0
1566,0.01198,59.0,1,47,0
3661,0.04338,80.3,1,95,1
714,0.002095,68.2,0,13,0
1282,0.034547,95.6,2,36,1
3323,0.012741,1.0,1,20,0
2767,0.007538,22.0,1,20,0
230,0.005033,66.6,0,50,0
3083,0.020088,95.5,0,105,1
4378,0.021635,74.7,0,87,1
4559,0.027987,41.3,0,55,0
138,0.01114,36.2,1,14,0
4059,0.000777,73.8,0,3,0
3687,0.006175,74.1,0,30,0
1020,0.022148,60.7,0,97,0
2869,0.000992,29.1,0,67,0
4211,0.044986,92.5,0,103,0
592,0.047591,62.1,0,49,1
1231,0.032707,89.8,1,225,1
3621,0.027093,21.4,0,22,0
410,0.004512,34.4,0,48,0
838,0.031832,98.5,0,124,1
3341,0.005419,5.0,0,55,0
645,0.005813,51.2,0,0,0
2561,0.010058,48.2,0,61,0
4446,0.014893,75.1,0,59,0
4954,0.000344,28.2,0,32,0
1904,0.008993,21.9,1,13,0
3312,0.002067,92.6,2,15,0
3910,0.004246,57.2,0,69,0
913,0.004277,10.5,1,35,0
4224,0.006331,19.3,0,30,0
2132,0.004067,99.9,0,7,0
4672,0.001136,19.6,1,35,0
4513,0.001574,61.0,1,54,0
344,0.00034,42.0,3,19,0
4943,0.039284,98.9,2,87,1
4892,0.030889,75.5,0,129,0
371,0.001229,59.7,1,72,0
3611,0.029237,1.1,1,20,0
1871,0.013219,88.0,0,20,0
1362,0.010147,44.5,0,14,0
2524,0.010364,93.2,0,11,0
4461,0.017529,49.6,0,36,0
1020,0.032104,76.5,1,73,1
3530,0.007027,6.9,2,5,0
4535,0.011943,74.5,0,35,0
4584,0.008839,33.8,0,1,0
2724,0.017884,35.1,0,31,0
3860,0.00075,11.9,0,60,0
2150,0.011734,14.7,0,34,0
3600,0.007636,18.6,1,7,0
1265,0.004767,32.8,0,26,0
475,0.014561,94.7,3,140,1
2133,0.050875,42.5,0,130,1
245,0.022164,72.4,2,19,0
4488,0.006855,8.3,0,32,0
531,0.017414,59.1,0,32,0
804,0.005144,48.2,0,28,0
2732,0.00108,97.8,0,41,0
4594,0.000635,84.6,1,17,0
1063,0.000527,45.5,0,53,0
2334,0.004783,77.5,0,15,0
2141,0.004113,19.3,1,38,0
1928,0.012656,56.2,0,13,0
2208,0.01358,7.5,1,7,0
4168,0.000522,34.8,0,64,0
1038,0.022442,33.8,0,111,1
4905,0.003206,71.9,1,52,0
906,0.007932,49.0,0,77,0
1563,0.001561,75.1,0,60,0
3515,0.001438,51.5,1,66,0
110,0.028786,8.6,1,55,0
1968,0.016307,73.5,0,6,0
4967,0.001992,83.3,2,15,0
984,0.045799,98.0,1,97,1
3664,0.024437,65.8,1,90,1
1489,0.015654,75.4,1,47,0
3501,0.007138,75.2,1,39,0
4421,0.020628,30.0,0,101,1
924,0.013432,16.4,1,48,0
2365,0.028316,19.2,0,67,1
1036,0.022416,37.1,0,46,1
2900,0.004708,47.4,0,8,0
2653,0.006887,99.8,0,43,0
3945,0.004202,43.1,0,96,0
1896,0.043603,81.5,0,47,1
153,0.005083,69.3,0,81,0
826,0.000194,20.4,0,25,0
2836,0.014806,5.9,0,28,0
3270,0.001875,54.6,1,13,0
2013,0.000449,70.0,1,51,0
1696,0.010604,99.8,0,22,0
2014,0.014869,35.9,0,32,0
2566,0.016811,89.6,1,46,0
2837,0.006802,38.2,1,124,0
949,0.019262,82.5,1,98,1
2209,0.013365,59.8,1,17,0
102,0.01203,5.3,0,22,0
4355,0.002827,7.8,0,31,0
4169,0.023373,2.1,1,37,0
4976,0.015125,47.7,0,88,1
992,0.079925,89.2,0,119,1
2130,0.019679,17.3,1,68,0
3260,0.011644,60.6,5,54,0
2476,0.027928,28.9,0,30,0
4775,0.012813,79.7,1,52,0
2033,0.002113,79.8,0,31,0
1480,0.018792,91.4,1,60,1
3781,0.000742,52.5,1,42,0
1390,0.004937,28.5,0,10,0
1740,0.013533,80.9,0,54,0
2782,0.004885,18.6,0,11,0
1087,0.004009,29.0,1,30,0
1318,0.009047,18.4,0,58,0
1455,0.020573,67.4,1,34,0
4365,0.000488,68.6,0,134,0
4716,0.004869,65.3,0,25,0
4235,0.001723,41.6,0,34,0
1660,0.011886,10.0,0,44,0
1518,0.001117,91.1,1,12,0
1054,0.010931,50.8,0,32,0
1083,0.003371,40.7,0,41,0
1074,0.002218,58.9,0,9,0
4233,0.037686,25.1,1,114,1
4072,0.000187,13.3,1,32,0
1013,0.005759,40.6,1,29,0
4649,0.000219,22.7,0,43,0
136,0.006609,24.4,0,45,0
3487,0.006952,89.3,0,21,0
1811,0.003881,53.1,0,54,0
3120,0.001417,48.3,0,32,0
895,0.004722,68.9,1,25,0
4136,0.011155,95.2,0,65,0
4788,0.015251,11.2,1,31,0
3211,0.007566,83.4,1,53,0
1424,0.056361,65.1,0,45,1
417,0.002239,14.6,0,19,0
2496,0.022071,38.7,3,80,1
2262,0.001766,48.2,1,8,0
2845,0.002867,69.1,0,57,0
1691,0.002547,24.3,1,32,0
3211,0.007328,53.5,0,18,0
4030,0.042416,79.4,0,137,1
2096,0.028995,44.9,1,5,0
1412,0.002176,86.3,0,78,0
1385,0.059153,97.3,1,143,1
4411,0.016997,47.1,0,31,0
2483,0.008215,97.3,1,87,0
3339,0.002944,7.6,0,43,0
2239,0.003046,0.3,1,66,0
1804,0.0004,38.1,0,37,0
462,0.003645,60.1,0,50,0
2704,0.013649,62.9,0,62,0
1816,0.000487,47.6,0,24,0
4551,0.002476,12.5,3,58,0
4386,0.01225,17.0,0,4,0
3838,0.015263,85.2,0,19,0
2569,0.006076,86.8,1,49,0
4895,0.011976,67.4,1,41,0
656,0.004909,66.4,0,38,0
925,0.001743,59.8,0,21,0
2908,0.005077,20.3,0,50,0
4621,0.008674,42.8,0,26,0
2819,0.029575,69.6,0,41,0
3608,0.000712,53.7,1,20,0
3841,0.00708,1.9,0,34,0
1674,0.003989,95.4,1,104,0
4098,0.007099,84.5,0,16,0
2229,0.000243,26.1,0,33,0
2503,0.003755,61.6,1,25,0
3429,0.045968,100.0,1,56,1
688,0.047247,15.2,0,93,1
2112,0.005989,50.3,0,64,0
1647,0.003362,45.6,0,81,0
394,0.003539,41.0,0,35,0
2085,0.004831,83.6,1,34,0
3217,0.018053,38.1,1,125,0
1790,0.034177,6.4,1,47,0
1236,0.005774,6.6,1,41,0
2164,0.004998,4.3,0,20,0
4555,0.018744,40.9,1,18,0
4895,0.040371,80.9,1,75,1
4643,0.00803,20.4,0,11,0
4870,0.002626,64.6,0,41,0
1107,0.013606,68.7,0,84,0
2614,0.007593,25.5,0,12,0
3626,0.016557,60.1,0,47,0
4781,0.015175,68.5,1,37,0
1347,0.002421,46.7,2,12,0
4002,0.012575,33.7,1,32,0
1535,0.016097,61.9,0,60,0
671,0.004248,97.8,1,15,0
2482,0.001895,42.7,1,76,0
1345,2.6e-05,39.2,0,79,0
2184,0.051373,52.3,0,89,1
377,0.004345,7.6,0,66,0
1987,0.008095,55.3,2,22,0
4679,0.024337,44.5,0,53,1
1365,0.019637,12.1,0,85,0
4926,0.002981,46.6,1,44,0
1140,0.002567,0.3,2,76,0
1017,0.006553,40.2,0,46,0
985,0.006909,10.6,1,29,0
2852,0.002422,2.4,2,47,0
121,0.003173,82.4,1,59,0
4669,0.030611,100.0,2,66,1
3291,0.012675,20.8,0,32,0
2453,0.014701,53.9,1,6,0
4899,0.006205,27.8,0,34,0
786,0.012521,49.4,0,1,0
384,0.013316,43.7,0,39,0
4911,0.001488,26.9,0,40,0
3847,0.073959,83.1,0,119,1
862,0.017205,12.6,0,25,0
2528,0.002288,5.3,2,82,0
2607,0.00206,76.8,0,49,0
128,0.001343,66.6,1,37,0
1006,0.001489,49.9,1,65,0
3204,0.01379,46.8,1,35,0
4099,0.043332,62.1,0,67,1
3094,0.015276,43.7,1,72,0
2606,0.013714,39.3,0,30,0
4765,0.009279,50.0,2,35,0
3709,0.011595,52.9,0,35,0
3653,0.000185,69.2,0,10,0
1553,0.046311,85.0,1,56,1
4933,0.010156,37.8,0,16,0
3456,9.4e-05,41.4,2,58,0
615,0.000335,37.4,1,24,0
138,0.019098,53.7,0,36,0
3442,0.011521,45.3,1,96,0
986,0.003084,89.0,0,79,0
2944,0.011646,69.6,0,54,0
2304,0.015724,89.9,0,30,0
1198,0.003664,70.9,2,39,0
1923,0.000367,97.1,0,56,0
3301,0.026998,63.6,0,0,0
3255,0.02371,100.0,1,53,1
3193,0.001126,15.8,0,61,0
3630,0.00677,5.2,1,49,0
3878,0.01463,57.9,0,62,0
2996,0.002506,98.3,0,68,0
3553,0.025862,52.8,0,75,1
3611,0.00278,21.2,2,24,0
1088,0.047883,52.2,0,11,0
4216,0.002199,64.9,0,4,0
4126,0.008569,31.5,0,8,0
4279,0.025938,71.5,1,70,0
1782,0.014202,100.0,0,57,1
4765,0.047047,95.0,0,24,1
4063,0.029465,29.2,0,1,0
1033,0.021591,32.7,1,32,0
3698,0.002415,37.2,0,83,0
3333,0.048293,50.8,0,75,1
2080,0.024981,19.6,0,220,1
1955,0.042707,76.2,0,41,0
3156,0.00199,36.5,2,31,0
892,0.014525,88.0,0,31,0
891,0.027774,100.0,1,37,1
1909,0.001931,2.4,0,38,0
2355,0.005471,98.9,2,25,0
3710,0.015791,71.0,0,81,0
1707,0.006252,52.0,1,41,0
1084,0.007712,39.0,0,19,0
3776,0.053307,51.9,0,3,0
3480,0.005093,32.5,0,37,0
619,0.009556,62.3,1,8,0
690,0.004545,9.3,0,12,0
1150,0.004989,62.1,1,60,0
3733,0.011895,27.5,1,14,0
4544,0.027788,1.8,0,47,0
1059,0.007817,55.3,0,2,0
792,0.014627,57.8,2,20,0
3999,0.000934,42.7,2,35,0
4573,0.002372,7.2,0,17,0
3046,0.006974,89.3,0,23,0
626,0.000202,61.1,1,29,0
3324,0.035256,18.2,0,65,1
2353,0.007286,51.1,0,22,0
3444,0.000151,49.7,0,77,0
4065,0.003073,6.0,0,64,0
1975,0.007216,60.7,0,61,0
1863,0.008513,80.8,0,19,0
620,0.062059,81.9,0,64,1
1116,0.010366,20.3,1,34,0
216,0.005357,86.2,0,28,0
2533,0.026643,34.3,0,52,0
683,0.015366,94.7,0,60,0
494,0.002232,7.2,1,29,0
3888,0.001402,48.6,0,109,0
2868,0.011264,59.7,0,12,0
4267,0.008207,24.8,0,9,0
3960,0.015591,77.1,0,16,0
373,0.051448,69.4,1,93,1
2113,0.009814,1.8,1,21,0
4533,0.042964,60.8,0,44,0
1489,0.007627,49.1,0,39,0
3666,0.0012,19.6,1,27,0
4802,0.017619,99.6,0,16,0
265,0.038632,95.5,0,114,1
1667,0.015019,29.3,1,35,0
828,0.03149,54.1,1,76,0
2143,0.011933,31.7,1,14,0
4297,0.009064,77.5,1,18,0
3596,0.006169,93.0,0,18,0
878,0.036,48.9,1,84,1
313,0.004354,80.6,1,49,0
3862,0.010116,49.8,1,72,0
1676,0.013914,39.7,1,25,0
2548,0.011348,93.8,0,41,0
3036,0.002212,51.0,1,12,0
3217,0.006812,46.7,0,45,0
691,0.015685,67.2,0,37,0
2820,0.006457,26.1,0,12,0
813,0.007692,32.5,0,44,0
1035,0.014746,93.2,0,23,0
4437,0.010825,67.9,1,9,0
101,0.005265,82.7,0,27,0
2948,0.022577,27.1,1,3,0
4144,0.001774,54.4,0,62,0
2049,0.054073,97.1,1,56,0
1017,0.001265,31.9,1,25,0
3274,0.000151,16.0,0,8,0
2341,0.022074,51.1,0,87,0
189,0.00281,38.8,1,28,0
